farm_id,farmer_id,survey_number,gat_number,farm_area_hectare,village_id,geojson,soil_type,irrigation_type
2528,1258,619/2,GAT-2528,9.52,205,"{""type"":""Polygon""}",Black Soil,Canal
2529,1258,888/5,GAT-2529,0.63,205,"{""type"":""Polygon""}",Black Soil,Rainfed
2530,1259,413/2,GAT-2530,5.75,121,"{""type"":""Polygon""}",Red Soil,Canal
2531,1259,793/3,GAT-2531,1.43,121,"{""type"":""Polygon""}",Black Soil,Canal
2532,1259,284/3,GAT-2532,9.47,121,"{""type"":""Polygon""}",Red Soil,Drip
2533,1260,635/1,GAT-2533,1.4,443,"{""type"":""Polygon""}",Red Soil,Rainfed
2534,1260,484/5,GAT-2534,4.48,443,"{""type"":""Polygon""}",Red Soil,Drip
2535,1261,844/5,GAT-2535,5.27,125,"{""type"":""Polygon""}",Black Soil,Rainfed
2536,1261,954/2,GAT-2536,5.83,125,"{""type"":""Polygon""}",Black Soil,Drip
2537,1262,191/3,GAT-2537,5.49,110,"{""type"":""Polygon""}",Clay,Rainfed
2538,1262,573/5,GAT-2538,5.22,110,"{""type"":""Polygon""}",Clay,Canal
2539,1263,259/1,GAT-2539,0.83,313,"{""type"":""Polygon""}",Clay,Drip
2540,1263,905/1,GAT-2540,3.74,313,"{""type"":""Polygon""}",Red Soil,Rainfed
2541,1264,846/2,GAT-2541,7.82,40,"{""type"":""Polygon""}",Red Soil,Canal
2542,1265,515/2,GAT-2542,2.81,136,"{""type"":""Polygon""}",Red Soil,Canal
2543,1265,937/4,GAT-2543,0.96,136,"{""type"":""Polygon""}",Black Soil,Canal
2544,1265,213/4,GAT-2544,5.21,136,"{""type"":""Polygon""}",Clay,Rainfed
2545,1266,124/4,GAT-2545,2.65,406,"{""type"":""Polygon""}",Black Soil,Rainfed
2546,1266,613/1,GAT-2546,4.96,406,"{""type"":""Polygon""}",Red Soil,Rainfed
2547,1267,856/4,GAT-2547,3.9,312,"{""type"":""Polygon""}",Black Soil,Canal
2548,1267,478/5,GAT-2548,3.25,312,"{""type"":""Polygon""}",Black Soil,Canal
2549,1268,743/4,GAT-2549,6.91,101,"{""type"":""Polygon""}",Red Soil,Rainfed
2550,1268,122/2,GAT-2550,0.66,101,"{""type"":""Polygon""}",Red Soil,Drip
2551,1269,70/4,GAT-2551,5.9,265,"{""type"":""Polygon""}",Red Soil,Drip
2552,1269,542/1,GAT-2552,1.66,265,"{""type"":""Polygon""}",Red Soil,Rainfed
2553,1270,332/1,GAT-2553,2.04,114,"{""type"":""Polygon""}",Black Soil,Drip
2554,1270,850/2,GAT-2554,1.87,114,"{""type"":""Polygon""}",Black Soil,Drip
2555,1270,630/4,GAT-2555,3.52,114,"{""type"":""Polygon""}",Clay,Canal
2556,1271,795/1,GAT-2556,6.55,380,"{""type"":""Polygon""}",Clay,Rainfed
2557,1272,238/1,GAT-2557,0.95,375,"{""type"":""Polygon""}",Black Soil,Rainfed
2558,1272,228/3,GAT-2558,7.8,375,"{""type"":""Polygon""}",Red Soil,Canal
2559,1272,630/3,GAT-2559,5.89,375,"{""type"":""Polygon""}",Clay,Drip
2560,1273,610/2,GAT-2560,3.33,244,"{""type"":""Polygon""}",Black Soil,Canal
2561,1274,324/5,GAT-2561,1.71,290,"{""type"":""Polygon""}",Red Soil,Canal
2562,1274,748/4,GAT-2562,5.86,290,"{""type"":""Polygon""}",Black Soil,Canal
2563,1274,867/4,GAT-2563,8.51,290,"{""type"":""Polygon""}",Clay,Rainfed
2564,1275,819/1,GAT-2564,7.18,348,"{""type"":""Polygon""}",Red Soil,Drip
2565,1275,748/3,GAT-2565,3.54,348,"{""type"":""Polygon""}",Black Soil,Drip
2566,1275,542/1,GAT-2566,2.33,348,"{""type"":""Polygon""}",Black Soil,Drip
2567,1276,463/2,GAT-2567,6.12,196,"{""type"":""Polygon""}",Red Soil,Drip
2568,1276,424/4,GAT-2568,0.58,196,"{""type"":""Polygon""}",Black Soil,Rainfed
2569,1277,340/2,GAT-2569,4.73,27,"{""type"":""Polygon""}",Black Soil,Rainfed
2570,1278,81/2,GAT-2570,8.12,243,"{""type"":""Polygon""}",Black Soil,Drip
2571,1278,738/1,GAT-2571,7.76,243,"{""type"":""Polygon""}",Red Soil,Canal
2572,1278,741/5,GAT-2572,0.67,243,"{""type"":""Polygon""}",Clay,Rainfed
2573,1279,977/2,GAT-2573,1.76,446,"{""type"":""Polygon""}",Black Soil,Rainfed
2574,1280,355/5,GAT-2574,2.97,274,"{""type"":""Polygon""}",Clay,Drip
2575,1280,354/4,GAT-2575,4.06,274,"{""type"":""Polygon""}",Black Soil,Drip
2576,1280,285/1,GAT-2576,7.68,274,"{""type"":""Polygon""}",Black Soil,Drip
2577,1281,335/3,GAT-2577,5.06,467,"{""type"":""Polygon""}",Black Soil,Canal
2578,1281,737/4,GAT-2578,9.36,467,"{""type"":""Polygon""}",Black Soil,Drip
2579,1281,517/5,GAT-2579,3.22,467,"{""type"":""Polygon""}",Black Soil,Drip
2580,1282,423/1,GAT-2580,6.74,59,"{""type"":""Polygon""}",Red Soil,Rainfed
2581,1282,987/3,GAT-2581,1.42,59,"{""type"":""Polygon""}",Black Soil,Drip
2582,1283,630/5,GAT-2582,5.91,15,"{""type"":""Polygon""}",Clay,Rainfed
2583,1283,953/1,GAT-2583,5.06,15,"{""type"":""Polygon""}",Red Soil,Canal
2584,1283,322/5,GAT-2584,4.98,15,"{""type"":""Polygon""}",Clay,Rainfed
2585,1284,355/5,GAT-2585,5.8,392,"{""type"":""Polygon""}",Clay,Canal
2586,1284,865/1,GAT-2586,4.84,392,"{""type"":""Polygon""}",Black Soil,Canal
2587,1285,82/3,GAT-2587,3.36,169,"{""type"":""Polygon""}",Black Soil,Rainfed
2588,1286,819/1,GAT-2588,6.08,462,"{""type"":""Polygon""}",Black Soil,Rainfed
2589,1287,320/4,GAT-2589,1.17,159,"{""type"":""Polygon""}",Red Soil,Canal
2590,1287,556/2,GAT-2590,0.77,159,"{""type"":""Polygon""}",Red Soil,Rainfed
2591,1287,322/5,GAT-2591,2.92,159,"{""type"":""Polygon""}",Clay,Canal
2592,1288,48/1,GAT-2592,8.81,439,"{""type"":""Polygon""}",Black Soil,Canal
2593,1289,430/3,GAT-2593,3.74,316,"{""type"":""Polygon""}",Clay,Canal
2594,1290,425/2,GAT-2594,2.0,83,"{""type"":""Polygon""}",Black Soil,Rainfed
2595,1290,964/1,GAT-2595,7.33,83,"{""type"":""Polygon""}",Red Soil,Drip
2596,1291,45/4,GAT-2596,0.64,403,"{""type"":""Polygon""}",Red Soil,Drip
2597,1291,972/2,GAT-2597,0.86,403,"{""type"":""Polygon""}",Clay,Canal
2598,1292,36/2,GAT-2598,8.29,403,"{""type"":""Polygon""}",Clay,Rainfed
2599,1292,787/5,GAT-2599,8.47,403,"{""type"":""Polygon""}",Black Soil,Rainfed
2600,1293,291/4,GAT-2600,8.29,265,"{""type"":""Polygon""}",Black Soil,Rainfed
2601,1293,199/5,GAT-2601,3.02,265,"{""type"":""Polygon""}",Clay,Canal
2602,1294,389/2,GAT-2602,5.18,328,"{""type"":""Polygon""}",Black Soil,Canal
2603,1295,126/1,GAT-2603,6.19,284,"{""type"":""Polygon""}",Red Soil,Rainfed
2604,1295,24/5,GAT-2604,8.78,284,"{""type"":""Polygon""}",Clay,Canal
2605,1295,927/3,GAT-2605,8.17,284,"{""type"":""Polygon""}",Clay,Drip
2606,1296,572/2,GAT-2606,1.76,10,"{""type"":""Polygon""}",Black Soil,Rainfed
2607,1296,283/2,GAT-2607,2.99,10,"{""type"":""Polygon""}",Red Soil,Drip
2608,1297,456/3,GAT-2608,6.65,17,"{""type"":""Polygon""}",Clay,Drip
2609,1297,320/3,GAT-2609,6.09,17,"{""type"":""Polygon""}",Black Soil,Rainfed
2610,1298,216/1,GAT-2610,6.74,202,"{""type"":""Polygon""}",Black Soil,Drip
2611,1298,507/1,GAT-2611,1.44,202,"{""type"":""Polygon""}",Black Soil,Rainfed
2612,1299,48/1,GAT-2612,9.68,102,"{""type"":""Polygon""}",Red Soil,Canal
2613,1299,922/4,GAT-2613,2.33,102,"{""type"":""Polygon""}",Clay,Rainfed
2614,1299,960/1,GAT-2614,7.08,102,"{""type"":""Polygon""}",Red Soil,Rainfed
2615,1300,742/4,GAT-2615,1.27,281,"{""type"":""Polygon""}",Red Soil,Canal
2616,1300,482/1,GAT-2616,7.47,281,"{""type"":""Polygon""}",Red Soil,Rainfed
2617,1301,64/1,GAT-2617,8.69,391,"{""type"":""Polygon""}",Black Soil,Drip
2618,1301,556/5,GAT-2618,9.09,391,"{""type"":""Polygon""}",Clay,Rainfed
2619,1302,724/4,GAT-2619,2.85,16,"{""type"":""Polygon""}",Red Soil,Canal
2620,1302,285/1,GAT-2620,2.37,16,"{""type"":""Polygon""}",Clay,Drip
2621,1303,907/4,GAT-2621,0.7,53,"{""type"":""Polygon""}",Red Soil,Drip
2622,1303,348/1,GAT-2622,8.8,53,"{""type"":""Polygon""}",Clay,Canal
2623,1304,6/3,GAT-2623,9.32,197,"{""type"":""Polygon""}",Red Soil,Canal
2624,1304,909/5,GAT-2624,8.93,197,"{""type"":""Polygon""}",Clay,Rainfed
2625,1304,842/3,GAT-2625,7.58,197,"{""type"":""Polygon""}",Clay,Canal
2626,1305,794/1,GAT-2626,4.49,76,"{""type"":""Polygon""}",Clay,Canal
2627,1305,286/4,GAT-2627,5.83,76,"{""type"":""Polygon""}",Clay,Drip
2628,1305,967/2,GAT-2628,3.8,76,"{""type"":""Polygon""}",Black Soil,Canal
2629,1306,13/2,GAT-2629,4.57,348,"{""type"":""Polygon""}",Red Soil,Drip
2630,1306,210/2,GAT-2630,7.42,348,"{""type"":""Polygon""}",Red Soil,Canal
2631,1307,910/1,GAT-2631,2.97,362,"{""type"":""Polygon""}",Black Soil,Canal
2632,1307,115/3,GAT-2632,1.17,362,"{""type"":""Polygon""}",Black Soil,Rainfed
2633,1307,871/1,GAT-2633,9.81,362,"{""type"":""Polygon""}",Red Soil,Rainfed
2634,1308,599/1,GAT-2634,1.08,238,"{""type"":""Polygon""}",Clay,Rainfed
2635,1308,166/3,GAT-2635,4.13,238,"{""type"":""Polygon""}",Black Soil,Drip
2636,1308,352/1,GAT-2636,8.16,238,"{""type"":""Polygon""}",Black Soil,Drip
2637,1309,315/5,GAT-2637,8.32,94,"{""type"":""Polygon""}",Clay,Drip
2638,1309,676/5,GAT-2638,8.53,94,"{""type"":""Polygon""}",Red Soil,Canal
2639,1309,106/5,GAT-2639,8.82,94,"{""type"":""Polygon""}",Clay,Drip
2640,1310,625/4,GAT-2640,3.83,61,"{""type"":""Polygon""}",Black Soil,Rainfed
2641,1310,824/2,GAT-2641,8.56,61,"{""type"":""Polygon""}",Red Soil,Drip
2642,1311,419/3,GAT-2642,1.48,312,"{""type"":""Polygon""}",Black Soil,Canal
2643,1311,103/5,GAT-2643,4.63,312,"{""type"":""Polygon""}",Red Soil,Drip
2644,1312,781/3,GAT-2644,6.12,386,"{""type"":""Polygon""}",Red Soil,Rainfed
2645,1313,746/1,GAT-2645,5.5,364,"{""type"":""Polygon""}",Clay,Rainfed
2646,1314,628/4,GAT-2646,8.37,394,"{""type"":""Polygon""}",Clay,Rainfed
2647,1314,567/2,GAT-2647,1.02,394,"{""type"":""Polygon""}",Red Soil,Rainfed
2648,1314,427/2,GAT-2648,3.34,394,"{""type"":""Polygon""}",Red Soil,Drip
2649,1315,883/1,GAT-2649,1.29,278,"{""type"":""Polygon""}",Red Soil,Rainfed
2650,1316,223/1,GAT-2650,5.55,42,"{""type"":""Polygon""}",Black Soil,Drip
2651,1316,351/4,GAT-2651,2.54,42,"{""type"":""Polygon""}",Clay,Drip
2652,1316,95/2,GAT-2652,4.79,42,"{""type"":""Polygon""}",Black Soil,Rainfed
2653,1317,759/1,GAT-2653,8.11,374,"{""type"":""Polygon""}",Red Soil,Rainfed
2654,1317,26/1,GAT-2654,1.44,374,"{""type"":""Polygon""}",Red Soil,Drip
2655,1317,223/3,GAT-2655,8.06,374,"{""type"":""Polygon""}",Red Soil,Canal
2656,1318,354/4,GAT-2656,5.21,168,"{""type"":""Polygon""}",Clay,Canal
2657,1318,712/1,GAT-2657,1.34,168,"{""type"":""Polygon""}",Clay,Rainfed
2658,1319,59/2,GAT-2658,1.41,236,"{""type"":""Polygon""}",Clay,Drip
2659,1319,844/4,GAT-2659,2.72,236,"{""type"":""Polygon""}",Black Soil,Rainfed
2660,1320,886/1,GAT-2660,6.94,158,"{""type"":""Polygon""}",Black Soil,Drip
2661,1321,997/5,GAT-2661,6.05,81,"{""type"":""Polygon""}",Clay,Rainfed
2662,1322,587/2,GAT-2662,6.15,337,"{""type"":""Polygon""}",Red Soil,Rainfed
2663,1322,480/4,GAT-2663,8.93,337,"{""type"":""Polygon""}",Red Soil,Rainfed
2664,1323,922/2,GAT-2664,4.74,245,"{""type"":""Polygon""}",Black Soil,Canal
2665,1323,555/2,GAT-2665,8.82,245,"{""type"":""Polygon""}",Black Soil,Canal
2666,1324,656/3,GAT-2666,8.31,55,"{""type"":""Polygon""}",Clay,Canal
2667,1324,992/5,GAT-2667,6.08,55,"{""type"":""Polygon""}",Clay,Rainfed
2668,1325,902/3,GAT-2668,1.79,77,"{""type"":""Polygon""}",Red Soil,Drip
2669,1326,597/4,GAT-2669,1.01,220,"{""type"":""Polygon""}",Red Soil,Canal
2670,1326,411/1,GAT-2670,4.33,220,"{""type"":""Polygon""}",Red Soil,Drip
2671,1326,808/1,GAT-2671,5.36,220,"{""type"":""Polygon""}",Red Soil,Drip
2672,1327,166/4,GAT-2672,0.68,299,"{""type"":""Polygon""}",Red Soil,Rainfed
2673,1328,824/5,GAT-2673,5.46,66,"{""type"":""Polygon""}",Black Soil,Canal
2674,1328,199/1,GAT-2674,1.81,66,"{""type"":""Polygon""}",Clay,Canal
2675,1328,415/1,GAT-2675,9.3,66,"{""type"":""Polygon""}",Red Soil,Canal
2676,1329,126/1,GAT-2676,5.67,437,"{""type"":""Polygon""}",Clay,Drip
2677,1329,914/4,GAT-2677,3.97,437,"{""type"":""Polygon""}",Clay,Canal
2678,1329,256/1,GAT-2678,4.54,437,"{""type"":""Polygon""}",Clay,Drip
2679,1330,915/5,GAT-2679,8.05,66,"{""type"":""Polygon""}",Black Soil,Drip
2680,1330,774/5,GAT-2680,0.88,66,"{""type"":""Polygon""}",Red Soil,Rainfed
2681,1330,522/2,GAT-2681,6.43,66,"{""type"":""Polygon""}",Clay,Canal
2682,1331,5/3,GAT-2682,6.59,196,"{""type"":""Polygon""}",Black Soil,Canal
2683,1331,184/5,GAT-2683,8.17,196,"{""type"":""Polygon""}",Red Soil,Drip
2684,1331,394/3,GAT-2684,6.96,196,"{""type"":""Polygon""}",Black Soil,Drip
2685,1332,848/5,GAT-2685,9.19,465,"{""type"":""Polygon""}",Black Soil,Rainfed
2686,1332,343/3,GAT-2686,2.51,465,"{""type"":""Polygon""}",Clay,Rainfed
2687,1332,296/2,GAT-2687,0.92,465,"{""type"":""Polygon""}",Clay,Rainfed
2688,1333,851/5,GAT-2688,2.83,251,"{""type"":""Polygon""}",Red Soil,Drip
2689,1334,631/1,GAT-2689,6.22,413,"{""type"":""Polygon""}",Red Soil,Rainfed
2690,1334,585/5,GAT-2690,3.52,413,"{""type"":""Polygon""}",Red Soil,Canal
2691,1335,832/2,GAT-2691,3.08,380,"{""type"":""Polygon""}",Clay,Drip
2692,1335,73/2,GAT-2692,4.63,380,"{""type"":""Polygon""}",Red Soil,Rainfed
2693,1336,385/5,GAT-2693,4.97,428,"{""type"":""Polygon""}",Clay,Rainfed
2694,1336,215/3,GAT-2694,6.7,428,"{""type"":""Polygon""}",Red Soil,Rainfed
2695,1337,932/1,GAT-2695,9.4,6,"{""type"":""Polygon""}",Black Soil,Drip
2696,1337,695/5,GAT-2696,6.3,6,"{""type"":""Polygon""}",Red Soil,Drip
2697,1338,849/2,GAT-2697,4.3,285,"{""type"":""Polygon""}",Clay,Rainfed
2698,1339,965/5,GAT-2698,5.94,223,"{""type"":""Polygon""}",Clay,Canal
2699,1339,590/1,GAT-2699,6.14,223,"{""type"":""Polygon""}",Red Soil,Canal
2700,1340,478/4,GAT-2700,5.48,28,"{""type"":""Polygon""}",Black Soil,Drip
2701,1341,955/5,GAT-2701,2.5,274,"{""type"":""Polygon""}",Clay,Canal
2702,1341,266/4,GAT-2702,4.65,274,"{""type"":""Polygon""}",Black Soil,Rainfed
2703,1341,549/3,GAT-2703,6.82,274,"{""type"":""Polygon""}",Clay,Drip
2704,1342,429/1,GAT-2704,9.21,431,"{""type"":""Polygon""}",Black Soil,Canal
2705,1343,355/4,GAT-2705,1.72,12,"{""type"":""Polygon""}",Red Soil,Canal
2706,1343,668/5,GAT-2706,2.55,12,"{""type"":""Polygon""}",Red Soil,Canal
2707,1343,859/5,GAT-2707,2.84,12,"{""type"":""Polygon""}",Clay,Rainfed
2708,1344,903/5,GAT-2708,2.3,310,"{""type"":""Polygon""}",Black Soil,Canal
2709,1344,8/3,GAT-2709,0.75,310,"{""type"":""Polygon""}",Clay,Canal
2710,1344,400/5,GAT-2710,9.85,310,"{""type"":""Polygon""}",Clay,Drip
2711,1345,240/5,GAT-2711,2.84,51,"{""type"":""Polygon""}",Clay,Rainfed
2712,1345,5/1,GAT-2712,7.22,51,"{""type"":""Polygon""}",Red Soil,Canal
2713,1346,81/5,GAT-2713,4.92,277,"{""type"":""Polygon""}",Clay,Drip
2714,1346,184/2,GAT-2714,9.82,277,"{""type"":""Polygon""}",Red Soil,Rainfed
2715,1346,788/1,GAT-2715,6.57,277,"{""type"":""Polygon""}",Red Soil,Canal
2716,1347,760/4,GAT-2716,7.2,391,"{""type"":""Polygon""}",Clay,Drip
2717,1347,559/3,GAT-2717,7.24,391,"{""type"":""Polygon""}",Black Soil,Rainfed
2718,1348,980/1,GAT-2718,5.14,438,"{""type"":""Polygon""}",Clay,Canal
2719,1348,766/4,GAT-2719,6.82,438,"{""type"":""Polygon""}",Red Soil,Drip
2720,1349,55/5,GAT-2720,7.47,349,"{""type"":""Polygon""}",Clay,Rainfed
2721,1349,341/3,GAT-2721,3.42,349,"{""type"":""Polygon""}",Clay,Rainfed
2722,1350,571/5,GAT-2722,2.94,218,"{""type"":""Polygon""}",Black Soil,Drip
2723,1350,468/4,GAT-2723,3.01,218,"{""type"":""Polygon""}",Clay,Drip
2724,1350,210/3,GAT-2724,5.82,218,"{""type"":""Polygon""}",Clay,Rainfed
2725,1351,651/4,GAT-2725,7.61,404,"{""type"":""Polygon""}",Black Soil,Drip
2726,1351,934/1,GAT-2726,8.29,404,"{""type"":""Polygon""}",Red Soil,Canal
2727,1351,673/3,GAT-2727,3.39,404,"{""type"":""Polygon""}",Clay,Drip
2728,1352,425/3,GAT-2728,9.71,5,"{""type"":""Polygon""}",Clay,Rainfed
2729,1352,140/2,GAT-2729,1.59,5,"{""type"":""Polygon""}",Clay,Canal
2730,1353,982/3,GAT-2730,1.36,39,"{""type"":""Polygon""}",Black Soil,Canal
2731,1354,934/5,GAT-2731,7.55,243,"{""type"":""Polygon""}",Clay,Canal
2732,1354,40/2,GAT-2732,3.73,243,"{""type"":""Polygon""}",Black Soil,Rainfed
2733,1355,941/3,GAT-2733,8.71,326,"{""type"":""Polygon""}",Black Soil,Canal
2734,1355,312/3,GAT-2734,6.09,326,"{""type"":""Polygon""}",Clay,Drip
2735,1356,248/1,GAT-2735,0.93,288,"{""type"":""Polygon""}",Clay,Drip
2736,1356,574/2,GAT-2736,7.16,288,"{""type"":""Polygon""}",Clay,Canal
2737,1356,847/4,GAT-2737,5.42,288,"{""type"":""Polygon""}",Red Soil,Drip
2738,1357,750/3,GAT-2738,8.92,390,"{""type"":""Polygon""}",Red Soil,Canal
2739,1358,560/5,GAT-2739,5.34,367,"{""type"":""Polygon""}",Clay,Canal
2740,1359,709/3,GAT-2740,2.35,92,"{""type"":""Polygon""}",Black Soil,Rainfed
2741,1359,711/4,GAT-2741,7.92,92,"{""type"":""Polygon""}",Clay,Drip
2742,1359,348/5,GAT-2742,1.21,92,"{""type"":""Polygon""}",Red Soil,Rainfed
2743,1360,223/1,GAT-2743,3.84,247,"{""type"":""Polygon""}",Red Soil,Drip
2744,1360,286/5,GAT-2744,4.48,247,"{""type"":""Polygon""}",Black Soil,Rainfed
2745,1360,786/5,GAT-2745,1.45,247,"{""type"":""Polygon""}",Red Soil,Canal
2746,1361,538/3,GAT-2746,6.54,247,"{""type"":""Polygon""}",Red Soil,Canal
2747,1361,601/3,GAT-2747,9.48,247,"{""type"":""Polygon""}",Clay,Canal
2748,1362,637/4,GAT-2748,6.94,32,"{""type"":""Polygon""}",Black Soil,Canal
2749,1363,373/5,GAT-2749,9.66,297,"{""type"":""Polygon""}",Red Soil,Rainfed
2750,1363,27/4,GAT-2750,9.31,297,"{""type"":""Polygon""}",Red Soil,Canal
2751,1364,256/2,GAT-2751,5.4,188,"{""type"":""Polygon""}",Clay,Drip
2752,1365,463/2,GAT-2752,6.52,281,"{""type"":""Polygon""}",Red Soil,Drip
2753,1366,213/1,GAT-2753,4.67,354,"{""type"":""Polygon""}",Red Soil,Rainfed
2754,1367,331/1,GAT-2754,3.43,75,"{""type"":""Polygon""}",Red Soil,Rainfed
2755,1367,410/1,GAT-2755,9.79,75,"{""type"":""Polygon""}",Black Soil,Drip
2756,1368,307/5,GAT-2756,7.79,222,"{""type"":""Polygon""}",Black Soil,Drip
2757,1368,871/3,GAT-2757,0.82,222,"{""type"":""Polygon""}",Black Soil,Rainfed
2758,1369,95/5,GAT-2758,9.83,479,"{""type"":""Polygon""}",Black Soil,Drip
2759,1370,358/1,GAT-2759,8.5,75,"{""type"":""Polygon""}",Clay,Canal
2760,1370,624/3,GAT-2760,4.53,75,"{""type"":""Polygon""}",Black Soil,Rainfed
2761,1370,608/1,GAT-2761,6.35,75,"{""type"":""Polygon""}",Black Soil,Drip
2762,1371,422/2,GAT-2762,6.66,387,"{""type"":""Polygon""}",Black Soil,Rainfed
2763,1371,173/3,GAT-2763,9.16,387,"{""type"":""Polygon""}",Clay,Drip
2764,1372,733/1,GAT-2764,8.04,168,"{""type"":""Polygon""}",Red Soil,Canal
2765,1372,134/4,GAT-2765,7.62,168,"{""type"":""Polygon""}",Black Soil,Rainfed
2766,1372,476/5,GAT-2766,1.21,168,"{""type"":""Polygon""}",Red Soil,Canal
2767,1373,322/5,GAT-2767,6.31,263,"{""type"":""Polygon""}",Black Soil,Drip
2768,1373,656/5,GAT-2768,3.68,263,"{""type"":""Polygon""}",Clay,Canal
2769,1374,296/4,GAT-2769,1.1,473,"{""type"":""Polygon""}",Red Soil,Rainfed
2770,1375,94/5,GAT-2770,7.37,21,"{""type"":""Polygon""}",Red Soil,Canal
2771,1375,83/2,GAT-2771,4.08,21,"{""type"":""Polygon""}",Clay,Rainfed
2772,1376,938/3,GAT-2772,5.56,475,"{""type"":""Polygon""}",Red Soil,Drip
2773,1376,717/2,GAT-2773,1.96,475,"{""type"":""Polygon""}",Clay,Drip
2774,1377,703/1,GAT-2774,7.46,163,"{""type"":""Polygon""}",Clay,Drip
2775,1378,900/5,GAT-2775,3.04,459,"{""type"":""Polygon""}",Black Soil,Rainfed
2776,1378,837/1,GAT-2776,7.75,459,"{""type"":""Polygon""}",Red Soil,Canal
2777,1378,719/3,GAT-2777,6.4,459,"{""type"":""Polygon""}",Black Soil,Canal
2778,1379,653/3,GAT-2778,3.38,326,"{""type"":""Polygon""}",Clay,Canal
2779,1380,313/3,GAT-2779,6.94,115,"{""type"":""Polygon""}",Clay,Canal
2780,1381,673/4,GAT-2780,8.32,335,"{""type"":""Polygon""}",Clay,Canal
2781,1381,550/2,GAT-2781,6.79,335,"{""type"":""Polygon""}",Red Soil,Canal
2782,1381,720/5,GAT-2782,2.17,335,"{""type"":""Polygon""}",Black Soil,Rainfed
2783,1382,481/1,GAT-2783,6.17,152,"{""type"":""Polygon""}",Red Soil,Rainfed
2784,1382,678/1,GAT-2784,4.0,152,"{""type"":""Polygon""}",Clay,Canal
2785,1383,900/3,GAT-2785,1.3,179,"{""type"":""Polygon""}",Clay,Rainfed
2786,1383,286/2,GAT-2786,3.36,179,"{""type"":""Polygon""}",Black Soil,Rainfed
2787,1383,815/2,GAT-2787,1.18,179,"{""type"":""Polygon""}",Red Soil,Drip
2788,1384,803/5,GAT-2788,1.08,120,"{""type"":""Polygon""}",Black Soil,Canal
2789,1384,860/2,GAT-2789,5.41,120,"{""type"":""Polygon""}",Black Soil,Rainfed
2790,1385,28/2,GAT-2790,1.88,238,"{""type"":""Polygon""}",Black Soil,Drip
2791,1385,418/1,GAT-2791,5.72,238,"{""type"":""Polygon""}",Clay,Rainfed
2792,1385,488/5,GAT-2792,5.65,238,"{""type"":""Polygon""}",Clay,Rainfed
2793,1386,944/4,GAT-2793,5.55,415,"{""type"":""Polygon""}",Red Soil,Canal
2794,1386,109/5,GAT-2794,2.05,415,"{""type"":""Polygon""}",Black Soil,Canal
2795,1387,618/2,GAT-2795,1.48,444,"{""type"":""Polygon""}",Clay,Drip
2796,1387,898/3,GAT-2796,8.9,444,"{""type"":""Polygon""}",Black Soil,Canal
2797,1387,141/4,GAT-2797,4.78,444,"{""type"":""Polygon""}",Clay,Canal
2798,1388,851/1,GAT-2798,3.7,435,"{""type"":""Polygon""}",Clay,Rainfed
2799,1388,562/2,GAT-2799,2.59,435,"{""type"":""Polygon""}",Black Soil,Canal
2800,1389,973/2,GAT-2800,1.66,60,"{""type"":""Polygon""}",Black Soil,Rainfed
2801,1389,921/3,GAT-2801,4.02,60,"{""type"":""Polygon""}",Black Soil,Rainfed
2802,1389,389/1,GAT-2802,8.65,60,"{""type"":""Polygon""}",Clay,Drip
2803,1390,154/2,GAT-2803,1.8,205,"{""type"":""Polygon""}",Red Soil,Drip
2804,1390,546/4,GAT-2804,6.87,205,"{""type"":""Polygon""}",Clay,Rainfed
2805,1391,177/5,GAT-2805,7.89,191,"{""type"":""Polygon""}",Black Soil,Rainfed
2806,1391,717/1,GAT-2806,7.1,191,"{""type"":""Polygon""}",Red Soil,Canal
2807,1391,665/5,GAT-2807,7.62,191,"{""type"":""Polygon""}",Red Soil,Canal
2808,1392,455/1,GAT-2808,0.71,108,"{""type"":""Polygon""}",Black Soil,Rainfed
2809,1392,280/3,GAT-2809,2.89,108,"{""type"":""Polygon""}",Clay,Rainfed
2810,1393,183/5,GAT-2810,3.03,122,"{""type"":""Polygon""}",Red Soil,Drip
2811,1393,268/3,GAT-2811,7.62,122,"{""type"":""Polygon""}",Red Soil,Canal
2812,1394,890/2,GAT-2812,1.12,430,"{""type"":""Polygon""}",Black Soil,Canal
2813,1395,98/5,GAT-2813,0.58,99,"{""type"":""Polygon""}",Red Soil,Drip
2814,1395,823/4,GAT-2814,8.39,99,"{""type"":""Polygon""}",Black Soil,Canal
2815,1396,227/3,GAT-2815,1.29,138,"{""type"":""Polygon""}",Black Soil,Canal
2816,1396,222/1,GAT-2816,7.75,138,"{""type"":""Polygon""}",Black Soil,Drip
2817,1396,155/3,GAT-2817,7.31,138,"{""type"":""Polygon""}",Red Soil,Rainfed
2818,1397,600/1,GAT-2818,1.69,71,"{""type"":""Polygon""}",Red Soil,Canal
2819,1397,530/3,GAT-2819,4.43,71,"{""type"":""Polygon""}",Red Soil,Rainfed
2820,1397,521/3,GAT-2820,6.76,71,"{""type"":""Polygon""}",Red Soil,Rainfed
2821,1398,165/2,GAT-2821,2.78,253,"{""type"":""Polygon""}",Black Soil,Canal
2822,1398,284/5,GAT-2822,4.58,253,"{""type"":""Polygon""}",Clay,Drip
2823,1398,693/1,GAT-2823,9.33,253,"{""type"":""Polygon""}",Clay,Rainfed
